DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
1961-02-05,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0266434000874724,-0.3899949750166817,-0.3915622492843222,-0.1183448244674295
1961-02-06,Moderate Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-1.192778103428281,-0.3899949750166817,-0.9795207982420484,-0.2282860305370403
1961-02-07,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3798304344177787,-0.3899949750166817,-0.7307691044522411,-0.3748743052965214
1961-02-08,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2619703569063019,-0.3899949750166817,-0.4594036203179059,-0.0633742214326241
1961-02-09,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3584370747069761,-0.3899949750166817,-0.0071278134273473,0.0832140533268569
1961-02-10,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.572370671815003,-0.3899949750166817,0.1963962996734038,0.0648905189819217
1961-02-11,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.4440105135501866,-0.3899949750166817,0.1963962996734038,0.1931552593964676
1961-02-12,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.1511687189843479,0.2847729311211432
1961-02-13,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,0.5356031548413229,0.5962730149850405
1961-02-14,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0161433193341328,-0.3899949750166817,0.806968638975658,0.907773098848938
1961-02-15,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0908234792198806,-0.3899949750166817,-0.8890656368639367,-1.1078156790939264
1961-02-16,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,-0.2728636358637653,-0.3899949750166817,-0.8890656368639367,-0.9795509386793808
1961-02-17,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3584370747069761,-0.3899949750166817,-0.4594036203179059,-0.5764331830908078
1961-02-18,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0161433193341328,-0.3899949750166817,-0.0975829748054591,0.2847729311211432
1961-02-19,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2405769971954993,-0.3899949750166817,0.3999204127741551,-0.5764331830908078
1961-02-20,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0589300387557384,-0.3899949750166817,-0.2558795072171547,-0.7779920608850943
1961-02-21,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,-1.0216312257418594,-0.3899949750166817,-0.3915622492843222,-0.887933266954705
1961-02-22,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-1.256958182560689,-0.3899949750166817,-0.3011070879062106,-0.045050687087689
1961-02-23,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.978844506320254,-0.3899949750166817,-0.3011070879062106,-0.1000212901224943
1961-02-24,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.5081905926825948,-0.3899949750166817,-0.0749691844609313,0.3030964654660785
1961-02-25,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.7649109092122269,-0.3899949750166817,-0.8438380561748807,-0.741344992195224
1961-02-26,Moderate Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2405769971954993,-0.3899949750166817,-0.2784932975616825,-0.319903702261716
1961-02-27,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.7007308300798191,-0.3899949750166817,-0.3689484589397943,-0.3015801679167808
1961-02-28,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.5937640315258057,-0.3899949750166817,-0.5950863623850736,-0.3748743052965214
1961-03-01,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,0.3773066224296272,0.4130376715356892
1961-03-02,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2514702761529627,-0.3899949750166817,0.1737825093288759,0.2847729311211432
1961-03-03,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2514702761529627,-0.3899949750166817,-0.775996685141297,-0.7963155952300294
1961-03-04,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3370437149961731,-0.3899949750166817,-0.8212242658303529,-0.4115213739863916
1961-03-05,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.8181977093871717,-0.3899949750166817,-1.4544103954771348,-1.0894921447489914
1961-03-06,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2191836374846967,-0.3899949750166817,-0.482017410662434,-0.2649330992269105
1961-03-07,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2833637166171045,-0.3899949750166817,-0.0975829748054591,-0.0816977557775593
1961-03-08,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.3689371554603153,-0.3899949750166817,-0.4594036203179059,-0.3565507709515862
1961-03-09,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.176396918063091,-0.3899949750166817,-0.0749691844609313,-0.2099624961921052
1961-03-10,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3370437149961731,-0.3899949750166817,0.0607135576062363,0.1931552593964676
1961-03-11,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2619703569063019,-0.3899949750166817,-0.1654243458390429,-0.0633742214326241
1961-03-12,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0052500403766697,-0.3899949750166817,-0.3689484589397943,-0.0017070064735593
1961-03-13,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.9200375906982976,1.1459790453330942
1961-03-14,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.6938996872530183,0.4130376715356892
1961-03-15,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6042641122791449,-0.3899949750166817,0.1511687189843479,-0.4115213739863916
1961-03-16,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,1.160491464760015,-0.3899949750166817,-0.9569070078975204,-0.7230214578502888
1961-03-17,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.78630426892303,-0.3899949750166817,-0.9795207982420484,-0.7779920608850943
1961-03-18,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.6793374703690165,-0.3899949750166817,-0.8212242658303529,-0.4298449083313267
1961-03-19,Light Breeze,-0.3336994744003797,Slight,1.4886541828397264,-0.8076976286338325,-0.3899949750166817,-0.7081553141077133,-0.7963155952300294
1961-03-20,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3370437149961731,-0.3899949750166817,-0.9342932175529924,-0.90625680129964
1961-03-21,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.6579441106582135,-0.3899949750166817,-1.06997595962016,-0.8146391295749644
1961-03-22,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,-0.7533828947967691,-0.8329626639198997
1961-03-23,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.8504843480554378,-0.3899949750166817,-0.2106519265280988,0.4130376715356892
1961-03-24,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2405769971954993,-0.3899949750166817,-0.0749691844609313,0.4496847402255595
1961-03-25,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2514702761529627,-0.3899949750166817,-0.7307691044522411,-0.7963155952300294
1961-03-26,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3370437149961731,-0.3899949750166817,0.4451479934632111,0.5046553432603649
1961-03-27,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3584370747069761,0.4697848996516916,-1.6353207182333582,-1.419315762957824
1961-03-28,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0161433193341328,-0.3899949750166817,-1.363955234099023,-0.9795509386793808
1961-03-29,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2833637166171045,1.329564774320065,0.2416238803624597,0.5046553432603649
1961-03-30,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0908234792198806,-0.3899949750166817,0.6938996872530183,1.0726849079533538
1961-03-31,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2405769971954993,-0.3899949750166817,0.1511687189843479,-0.0084036183978187
1961-04-01,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0694301195090776,-0.3899949750166817,0.5356031548413229,0.907773098848938
1961-04-02,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.6579441106582135,-0.3899949750166817,-0.2784932975616825,0.4130376715356892
1961-04-03,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-1.4494984199579133,-0.3899949750166817,-0.6855415237631853,0.0832140533268569
1961-04-04,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.5509773121042001,-0.3899949750166817,-0.5950863623850736,-0.2099624961921052
1961-04-05,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.197790277773894,-0.3899949750166817,-0.3915622492843222,0.2664493967762082
1961-04-06,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3370437149961731,-0.3899949750166817,0.3546928320850994,0.6512436180198459
1961-04-07,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.6793374703690165,-0.3899949750166817,-1.2056587016873277,-0.5947567174357429
1961-04-08,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2728636358637653,-0.3899949750166817,-0.5950863623850736,-0.6497273204705484
1961-04-09,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2942569955745679,-0.3899949750166817,0.5356031548413229,1.0177143049185486
1961-04-10,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2191836374846967,-0.3899949750166817,0.6712858969084904,1.1459790453330942
1961-04-11,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.5828707525683426,-0.3899949750166817,-0.6177001527296014,-0.5397861144009376
1961-04-12,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0694301195090776,-0.3899949750166817,0.8974238003537697,1.2009496483679
1961-04-13,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.3475437957495128,-0.3899949750166817,0.5808307355303787,0.0648905189819217
1961-04-14,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2619703569063019,-0.3899949750166817,0.1285549286398201,0.1015375876717919
1961-04-15,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,-0.6855415237631853,-0.5031390457110673
1961-04-16,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,-0.2514702761529627,-0.3899949750166817,-0.9342932175529924,-0.7230214578502888
1961-04-17,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,-0.5950863623850736,-0.6497273204705484
1961-04-18,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.572370671815003,-0.3899949750166817,0.0607135576062363,0.1565081907065974
1961-04-19,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.3798304344177787,-0.3899949750166817,0.2642376707069875,-0.7046979235053538
1961-04-20,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.2086835567313571,-0.3899949750166817,0.2416238803624597,-0.0017070064735593
1961-04-21,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6470508317007501,-0.3899949750166817,0.4451479934632111,-0.2099624961921052
1961-04-22,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1658968373097518,-0.3899949750166817,0.6486721065639626,0.1931552593964676
1961-04-23,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1231101178881462,-0.3899949750166817,0.0607135576062363,-0.2649330992269105
1961-04-24,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0908234792198806,-0.3899949750166817,-0.9116794272084648,-0.90625680129964
1961-04-25,Gentle Breeze,-0.3336994744003797,Moderate,-0.3102586298226122,-0.1231101178881462,-0.3899949750166817,0.2868514610515156,-0.3015801679167808
1961-04-26,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6042641122791449,-0.3899949750166817,0.0607135576062363,-0.5214625800560024
1961-04-27,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7326242705439613,-0.3899949750166817,0.1737825093288759,-0.2099624961921052
1961-04-28,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,-0.8438380561748807,-0.9795509386793808
1961-04-29,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.4972973137251314,-0.3899949750166817,0.1511687189843479,0.1931552593964676
1961-04-30,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6684441914115531,-0.3899949750166817,0.5808307355303787,-0.0017070064735593
1961-05-01,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.2460649036032256,-0.3899949750166817,0.3999204127741551,-0.0017070064735593
1961-05-02,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.080323398466541,-0.3899949750166817,0.2868514610515156,-0.0017070064735593
1961-05-03,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.2190100900179318,0.7062142210546513
1961-05-04,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7112309108331584,-0.3899949750166817,0.9200375906982976,0.9260966331938728
1961-05-05,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.5828707525683426,-0.3899949750166817,-0.0523553941164032,0.0465669846369866
1961-05-06,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.6260583162194343,0.6329200836749108
1961-05-07,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0161433193341328,-0.3899949750166817,0.0833273479507642,0.3397435341559486
1961-05-08,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.3475437957495128,-0.3899949750166817,0.1737825093288759,0.5046553432603649
1961-05-09,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7112309108331584,-0.3899949750166817,-0.2332657168726266,-0.0084036183978187
1961-05-10,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.7968043496763696,-0.3899949750166817,-0.9795207982420484,-0.6863743891604186
1961-05-11,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,1.3530317021572391,-0.3899949750166817,-0.9569070078975204,-0.4481684426762619
1961-05-12,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.374425061868042,-0.3899949750166817,0.0154859769171804,-0.2466095648819754
1961-05-13,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.866472335216504,-0.3899949750166817,-0.3011070879062106,-0.4848155113661321
1961-05-14,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4972973137251314,-0.3899949750166817,0.8521962196647136,0.7062142210546513
1961-05-15,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2833637166171045,-0.3899949750166817,0.5808307355303787,1.0543613736084188
1961-05-16,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0589300387557384,-0.3899949750166817,0.5356031548413229,0.3397435341559486
1961-05-17,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.0052500403766697,-0.3899949750166817,-0.775996685141297,-0.5764331830908078
1961-05-18,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,-0.482017410662434,-0.7230214578502888
1961-05-19,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.2619703569063019,-0.3899949750166817,-0.3237208782507385,-0.4115213739863916
1961-05-20,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2833637166171045,-0.3899949750166817,0.5808307355303787,0.8161554271242621
1961-05-21,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.390330515171118,-0.3899949750166817,-0.6855415237631853,-0.6314037861256131
1961-05-22,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2191836374846967,-0.3899949750166817,-0.0523553941164032,-0.3015801679167808
1961-05-23,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2405769971954993,-0.3899949750166817,0.6712858969084904,1.0910084422982889
1961-05-24,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.2619703569063019,-0.3899949750166817,0.8974238003537697,1.3292143887824457
1961-05-25,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.1445034775989492,-0.3899949750166817,0.3773066224296272,1.0360378392634837
1961-05-26,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.5937640315258057,-0.3899949750166817,-0.4141760396288502,-0.1000212901224943
1961-05-27,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,-0.1872901970205545,-0.3899949750166817,-0.7307691044522411,-0.7230214578502888
1961-05-28,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.1336101986414858,-0.3899949750166817,-1.2282724920318555,-1.0161980073692507
1961-05-29,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,-0.0161433193341328,-0.3899949750166817,0.6260583162194343,0.8711260301590674
1961-05-30,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.176396918063091,-0.3899949750166817,0.806968638975658,0.981067236228678
1961-05-31,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7754109899655666,-0.3899949750166817,0.3094652513960435,0.1015375876717919
1961-06-01,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7754109899655666,-0.3899949750166817,-0.3237208782507385,0.0832140533268569
1961-06-02,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.9465578676519882,-0.3899949750166817,0.9200375906982976,1.3475379231273807
1961-06-03,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.1390981050492122,-0.3899949750166817,1.1914030748326323,1.4758026635419268
1961-06-04,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.588358658976069,-0.3899949750166817,1.100947913454521,1.4208320605071212
1961-06-05,Light Air,-0.3336994744003797,Slight,1.4886541828397264,0.7754109899655666,-0.3899949750166817,1.4175409782779118,1.6407144726463427
1961-06-06,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.7112309108331584,-0.3899949750166817,1.146175494143577,1.4391555948520565
1961-06-07,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.9251645079411852,-0.3899949750166817,0.5356031548413229,0.7062142210546513
1961-06-08,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4545105943035262,-0.3899949750166817,0.2642376707069875,0.6145965493299755
1961-06-09,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.8181977093871717,-0.3899949750166817,-0.0749691844609313,0.3030964654660785
1961-06-10,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.4972973137251314,-0.3899949750166817,0.8974238003537697,1.255920251402705
1961-06-11,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6898375511223561,-0.3899949750166817,0.5808307355303787,1.0360378392634837
1961-06-12,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.048036759798275,-0.3899949750166817,0.9200375906982976,1.1459790453330942
1961-06-13,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,0.9893445870735934,-0.3899949750166817,-0.0523553941164032,0.0832140533268569
1961-06-14,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.160491464760015,-0.3899949750166817,-0.0071278134273473,-0.1000212901224943
1961-06-15,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.160491464760015,-0.3899949750166817,1.5079961396560235,1.402508526162186
1961-06-16,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.3316383424464369,-0.3899949750166817,0.2868514610515156,0.3580670685008839
1961-06-17,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.4172117812896472,-0.3899949750166817,1.937658156202054,2.1354498999595912
1961-06-18,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.903771148230383,-0.3899949750166817,0.6938996872530183,0.8161554271242621
1961-06-19,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.8395910690979748,-0.3899949750166817,0.5129893644967947,0.6695671523647811
1961-06-20,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.6898375511223561,-0.3899949750166817,0.5129893644967947,1.0910084422982889
1961-06-21,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.2888516230248308,-0.3899949750166817,0.1737825093288759,-0.1183448244674295
1961-06-22,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.096311385627607,-0.3899949750166817,1.1687892844881047,1.6040674039564726
1961-06-23,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.9306524143489117,-0.3899949750166817,1.1687892844881047,1.219273182712835
1961-06-24,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,2.059012572613728,-0.3899949750166817,1.146175494143577,0.7245377553995864
1961-06-25,Gentle Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.7595055366624903,-0.3899949750166817,1.2818582362107442,1.5857438696115376
1961-06-26,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.390330515171118,-0.3899949750166817,1.1687892844881047,1.6040674039564726
1961-06-27,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,0.7112309108331584,-0.3899949750166817,-0.0749691844609313,0.1381846563616622
1961-06-28,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.3102449827356335,-0.3899949750166817,0.3773066224296272,-0.0633742214326241
1961-06-29,Light Breeze,-0.3336994744003797,Slight,-0.3102586298226122,1.8878656949273065,-0.3899949750166817,1.055720332765465,1.0543613736084188
1961-06-30,Light Air,-0.3336994744003797,Slight,-0.3102586298226122,2.1445860114569384,-0.3899949750166817,1.1687892844881047,1.1459790453330942
