@relation wind_data-weka.filters.unsupervised.attribute.Remove-R1

@attribute WIND {'Gentle Breeze','Light Breeze','Light Air','Moderate Breeze',Calm}
@attribute IND numeric
@attribute RAIN {Slight,Moderate,Heavy}
@attribute IND.1 numeric
@attribute T.MAX numeric
@attribute IND.2 numeric
@attribute T.MIN numeric
@attribute T.MIN.G numeric

@data
'Gentle Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,1.033107,1.237597
'Light Breeze',-0.333699,Slight,-0.310259,0.26197,-0.389995,-0.482017,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,0.368937,-0.389995,-0.007128,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,0.882378,-0.389995,0.309465,-0.008404
'Gentle Breeze',-0.333699,Slight,-0.310259,0.689838,-0.389995,0.897424,1.017714
'Gentle Breeze',-0.333699,Slight,-0.310259,0.19779,-0.389995,0.580831,0.742861
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,-1.002135,-0.777992
'Light Breeze',-0.333699,Slight,-0.310259,0.946558,-0.389995,-0.165424,-0.026727
'Light Air',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.535603,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,-0.889066,-0.081698
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,0.015486,0.248126
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.165897,-0.389995,0.535603,0.834479
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,-0.097583,0.32142
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.807698,-0.389995,-0.165424,0.138185
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.889066,-0.539786
'Light Breeze',-0.333699,Slight,-0.310259,0.06943,-0.389995,-0.323721,0.193155
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.165897,-0.389995,0.445148,0.376391
'Gentle Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,-0.097583,0.376391
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,0.39992,0.706214
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.730769,-0.191639
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,0.21901,0.449685
'Light Breeze',-0.333699,Slight,-0.310259,-0.37983,-0.389995,-0.43679,-0.576433
'Light Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-0.6177,-0.319904
'Light Breeze',-0.333699,Slight,-0.310259,-0.636551,-0.389995,-1.115204,-1.162786
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-0.323721,-0.704698
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.422534,1.036038
'Gentle Breeze',-0.333699,Slight,-0.310259,0.433117,-0.389995,0.286851,0.064891
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,0.354693,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.107205,-0.389995,-0.956907,-0.723021
'Light Breeze',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-1.160431,-0.942904
'Light Breeze',-0.333699,Slight,-0.310259,-0.080323,1.329565,-0.775997,-0.001707
'Light Breeze',-0.333699,Slight,1.488654,-0.444011,-0.389995,0.0381,0.248126
'Light Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,0.0381,0.522979
'Light Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-0.934293,-0.796316
'Light Breeze',-0.333699,Slight,-0.310259,-0.829091,0.469785,-1.680548,-1.657522
'Light Breeze',-0.333699,Slight,-0.310259,-1.556465,0.469785,-1.816231,-1.712492
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.021631,0.469785,-1.816231,-1.510933
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-1.2735,-1.309375
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-0.730769,-0.30158
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,0.354693,0.486332
'Light Breeze',-0.333699,Slight,-0.310259,-1.000238,-0.389995,0.060714,0.559626
'Light Air',-0.333699,Slight,-0.310259,-1.085811,-0.389995,-0.074969,0.413038
'Light Air',-0.333699,Slight,-0.310259,-0.807698,-0.389995,-0.097583,0.504655
'Light Breeze',-0.333699,Slight,-0.310259,-0.807698,-0.389995,-0.074969,0.651244
'Light Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,0.445148,0.816155
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.829091,-0.389995,0.445148,0.816155
'Light Breeze',-0.333699,Moderate,-0.310259,-0.679337,-0.389995,-1.205659,-0.997874
'Light Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,-1.09259,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.000238,-0.389995,-0.911679,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-0.708155,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.214171,-0.389995,-0.821224,-0.539786
'Light Breeze',-0.333699,Slight,-0.310259,-1.128598,0.469785,-1.544866,-1.49261
'Light Breeze',-0.333699,Slight,-0.310259,-1.406712,1.329565,-1.45441,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.085811,-0.389995,-1.069976,-0.814639
'Gentle Breeze',-0.333699,Moderate,-0.310259,-0.165897,-0.389995,-0.662928,0.266449
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,0.0381,0.724538
'Light Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-0.414176,0.101538
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.321138,-0.389995,-1.386569,-0.979551
'Light Breeze',-0.333699,Slight,-0.310259,-1.278352,0.469785,-2.178052,-1.932375
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.05893,0.469785,-1.951914,-0.001707
'Gentle Breeze',-0.333699,Slight,1.488654,-1.791792,-0.389995,-1.296114,-0.759669
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.155479,0.469785,-1.544866,-1.071169
'Light Breeze',-0.333699,Slight,-0.310259,-1.684825,0.469785,-2.675555,-2.408787
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.401224,0.469785,-2.5851,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,-0.301107,-0.484816
'Gentle Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.301107,-0.429845
'Gentle Breeze',-0.333699,Slight,-0.310259,0.00525,-0.389995,0.603445,0.871126
'Gentle Breeze',-0.333699,Slight,1.488654,0.026643,-0.389995,0.309465,-0.045051
'Light Breeze',-0.333699,Slight,-0.310259,-0.144503,0.469785,-1.703162,-1.510933
'Light Breeze',-0.333699,Slight,-0.310259,-0.037537,0.469785,-1.567479,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,-0.465404,-0.389995,0.309465,0.101538
'Light Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.368948,-0.209962
'Light Air',-0.333699,Slight,-0.310259,-1.920152,0.469785,-2.064983,-2.023992
'Light Air',-0.333699,Slight,-0.310259,-2.4122,0.469785,-2.5851,-2.060639
'Light Air',-0.333699,Slight,-0.310259,-1.556465,0.469785,-2.698169,-2.152257
'Light Air',-0.333699,Slight,-0.310259,-1.535072,0.469785,-2.5851,-1.730816
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.406712,0.469785,-1.816231,-0.001707
'Gentle Breeze',-0.333699,Slight,1.488654,-1.791792,-0.389995,-0.595086,0.119861
'Light Breeze',-0.333699,Slight,-0.310259,-2.305233,0.469785,-1.567479,-1.437639
'Gentle Breeze',-0.333699,Slight,1.488654,-1.791792,0.469785,-2.064983,-2.463757
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.791792,-0.389995,-1.296114,-0.594757
'Light Air',-0.333699,Slight,-0.310259,-2.155479,0.469785,-2.178052,-2.225551
'Light Breeze',-0.333699,Slight,-0.310259,-2.048512,0.469785,-2.630327,-2.335492
'Gentle Breeze',-0.333699,Slight,1.488654,-2.219659,0.469785,-2.5851,-2.078963
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.497773,-0.389995,-1.431797,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,-2.54056,0.469785,-3.941927,-2.958493
'Light Breeze',-0.333699,Slight,-0.310259,-2.60474,0.469785,-3.874086,-0.001707
'Light Breeze',-0.333699,Slight,0.589198,-2.882854,0.469785,-3.218286,-2.42711
'Light Air',-0.333699,Slight,-0.310259,-2.47638,0.469785,-3.286127,-2.11561
'Light Breeze',-0.333699,Slight,-0.310259,-1.577859,0.469785,-2.313734,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.914664,0.469785,-1.974528,-1.80411
'Light Breeze',-0.333699,Slight,-0.310259,-0.37983,-0.389995,-0.414176,-0.063374
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.978845,-0.389995,-0.43679,-0.393198
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.550977,-0.389995,-0.052355,0.101538
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-0.753383,-0.411521
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.18729,-0.389995,-1.069976,-0.704698
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-1.45441,-0.723021
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.021631,-0.389995,-1.341341,-0.979551
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.401224,-0.389995,-1.2735,-0.55811
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.128598,-0.389995,-0.866452,-0.594757
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.021631,-0.389995,-0.821224,0.193155
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.085811,-0.389995,-1.205659,-0.997874
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,-0.956907,-0.209962
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.504631,-0.173315
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.978845,-0.389995,-0.210652,0.193155
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.535072,-0.389995,-1.047362,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.465404,-0.389995,-0.934293,-0.576433
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-0.708155,-0.30158
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.444011,-0.389995,0.173783,0.486332
'Light Breeze',-0.333699,Slight,-0.310259,-1.000238,-0.389995,0.128555,0.358067
'Light Breeze',-0.333699,Slight,-0.310259,-1.214171,-0.389995,-0.414176,-0.173315
'Light Air',-0.333699,Slight,-0.310259,-1.107205,-0.389995,-0.188038,0.413038
'Light Air',-0.333699,Slight,-0.310259,-0.679337,-0.389995,-0.210652,0.32142
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-1.205659,-0.997874
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-0.074969,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.278352,-0.389995,-1.09259,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.722124,-0.389995,-0.979521,-0.30158
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.640314,-0.814639
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.679337,-0.389995,-0.595086,-0.30158
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,-0.708155,-0.429845
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.37983,-0.389995,-0.595086,-0.173315
'Light Breeze',-0.333699,Slight,1.488654,-0.722124,-0.389995,-1.069976,-0.759669
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.465404,1.329565,-1.069976,-0.001707
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,0.083327,0.596273
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.556465,-0.389995,-1.002135,-0.521463
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.406712,0.469785,-1.703162,-1.23608
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-0.753383,-0.063374
'Light Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,-0.595086,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,-0.550977,-0.389995,-0.052355,-0.100021
'Light Air',-0.333699,Slight,-0.310259,-0.593764,-0.389995,-0.368948,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,-0.829091,-0.389995,-0.074969,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.449498,-0.389995,-0.843838,-0.92458
'Moderate Breeze',-0.333699,Slight,-0.310259,-2.005726,-0.389995,-0.730769,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.642039,-0.389995,-0.956907,-0.30158
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.877366,-0.389995,-0.934293,-0.191639
'Gentle Breeze',-0.333699,Slight,-0.310259,-2.091299,0.469785,-1.567479,-0.704698
'Light Breeze',-0.333699,Slight,-0.310259,-2.112693,-0.389995,-1.45441,-0.521463
'Light Breeze',-0.333699,Slight,-0.310259,-1.684825,-0.389995,-1.431797,-0.796316
'Light Breeze',-0.333699,Slight,-0.310259,-2.647527,0.469785,-2.811238,-1.49261
'Light Breeze',-0.333699,Slight,-0.310259,-2.155479,0.469785,-3.127831,-2.11561
'Light Breeze',-0.333699,Slight,-0.310259,-1.556465,0.469785,-2.856465,-2.701963
'Light Breeze',-0.333699,Slight,-0.310259,-1.556465,0.469785,-2.946921,-2.701963
'Gentle Breeze',-0.333699,Moderate,-0.310259,-1.535072,-0.389995,-1.183045,-0.448168
'Light Breeze',-0.333699,Slight,-0.310259,-0.893271,-0.389995,-0.843838,-0.209962
'Light Air',-0.333699,Slight,-0.310259,-1.085811,-0.389995,-0.142811,0.706214
'Light Breeze',-0.333699,Slight,1.488654,-1.684825,-0.389995,-0.43679,0.32142
'Light Breeze',-0.333699,Slight,-0.310259,-1.556465,-0.389995,-0.753383,-0.30158
'Light Breeze',-0.333699,Slight,-0.310259,-1.642039,0.469785,-2.064983,-1.822434
'Light Air',-0.333699,Slight,-0.310259,-1.706219,0.469785,-2.313734,-2.335492
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.663432,-0.389995,-1.409183,-1.089492
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.556465,-0.389995,-1.069976,-0.173315
'Light Breeze',-0.333699,Slight,-0.310259,-1.321138,-0.389995,-0.662928,-0.081698
'Light Breeze',-0.333699,Slight,-0.310259,-0.37983,0.469785,-2.40419,-2.188904
'Light Breeze',-0.333699,Slight,-0.310259,-1.428105,0.469785,-1.567479,-1.657522
'Light Breeze',-0.333699,Slight,-0.310259,-0.850484,0.469785,-1.816231,-1.675845
'Light Breeze',-0.333699,Slight,-0.310259,-1.470892,-0.389995,-0.956907,-0.92458
'Light Breeze',-0.333699,Slight,-0.310259,-0.871878,0.469785,-1.793617,-1.712492
'Light Breeze',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-0.889066,-0.594757
'Light Air',-0.333699,Slight,-0.310259,-1.406712,-0.389995,-0.866452,-0.503139
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.679337,-0.389995,-0.843838,-0.228286
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.165897,-0.389995,-0.821224,-0.191639
'Light Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-1.09259,-0.906257
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.700731,0.469785,-1.9293,-1.914051
'Light Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,-0.730769,-0.100021
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.871878,-0.389995,-1.2735,-1.199433
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.893271,0.469785,-1.477024,-1.291051
'Moderate Breeze',-0.333699,Slight,-0.310259,-1.021631,-0.389995,-1.137817,-0.86961
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.764911,-0.389995,-0.911679,-0.521463
'Light Breeze',-0.333699,Slight,-0.310259,-0.272864,-0.389995,-0.685542,-0.503139
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.679337,-0.389995,-1.069976,-0.704698
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.871878,-0.389995,-0.459404,0.046567
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.550977,-0.389995,-1.205659,-0.704698
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,-0.233266,0.504655
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-0.956907,-0.448168
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.850484,-0.389995,-0.775997,-0.264933
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.43679,0.284773
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,0.0381,0.522979
'Light Air',-0.333699,Slight,-0.310259,-0.615157,-0.389995,-0.323721,0.119861
'Light Breeze',-0.333699,Slight,-0.310259,-0.593764,0.469785,-1.703162,-1.455963
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.107205,-0.389995,-1.069976,-1.18111
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.235565,-0.389995,-1.047362,-1.071169
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.914664,-0.389995,-1.09259,-1.016198
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.936058,-0.389995,-0.233266,0.468008
'Gentle Breeze',-0.333699,Slight,-0.310259,-1.064418,-0.389995,-0.165424,0.284773
'Light Breeze',-0.333699,Slight,-0.310259,-0.294257,-0.389995,-0.074969,0.522979
'Light Breeze',-0.333699,Slight,-0.310259,-0.25147,-0.389995,-0.708155,-0.576433
'Light Air',-0.333699,Slight,-0.310259,-0.486797,-0.389995,-0.708155,-0.704698
'Light Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,-1.409183,-1.291051
'Light Breeze',-0.333699,Slight,-0.310259,-0.05893,-0.389995,-0.074969,-0.008404
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.173783,0.468008
'Light Breeze',-0.333699,Slight,-0.310259,0.347544,-0.389995,-0.708155,-0.759669
'Light Breeze',-0.333699,Slight,-0.310259,0.518691,-0.389995,-0.142811,-0.393198
'Light Breeze',-0.333699,Slight,-0.310259,-0.037537,-0.389995,-0.301107,-0.594757
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,-1.296114,-0.887933
'Light Breeze',-0.333699,Slight,1.488654,-0.080323,-0.389995,-0.685542,-0.704698
'Light Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,-1.205659,-0.906257
'Light Air',-0.333699,Slight,-0.310259,0.090823,-0.389995,-1.002135,-0.741345
'Light Air',-0.333699,Slight,-0.310259,0.497297,-0.389995,-0.821224,-0.759669
'Light Air',-0.333699,Slight,-0.310259,0.497297,-0.389995,-0.843838,-0.631404
'Light Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,0.535603,1.017714
'Light Breeze',-0.333699,Slight,-0.310259,0.497297,-0.389995,-0.007128,-0.173315
'Light Air',-0.333699,Slight,-0.310259,1.160491,-0.389995,0.535603,1.219273
'Gentle Breeze',-0.333699,Slight,-0.310259,1.117705,-0.389995,0.87481,0.797832
'Gentle Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,1.146175,0.706214
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,-0.210652,-0.594757
'Light Breeze',-0.333699,Slight,-0.310259,0.19779,-0.389995,-0.323721,-0.704698
'Gentle Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-0.052355,0.064891
'Light Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,0.0381,-0.30158
'Light Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,-0.730769,-0.796316
'Gentle Breeze',-0.333699,Slight,-0.310259,0.860984,-0.389995,0.852196,0.88945
'Light Breeze',-0.333699,Slight,-0.310259,0.240577,-0.389995,0.467762,0.339744
'Moderate Breeze',-0.333699,Slight,-0.310259,-0.016143,-0.389995,0.354693,0.541302
'Gentle Breeze',-0.333699,Slight,-0.310259,0.048037,-0.389995,-0.368948,-0.081698
'Gentle Breeze',-0.333699,Moderate,-0.310259,0.00525,-0.389995,-0.142811,0.083214
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.208684,-0.389995,-0.210652,0.413038
'Gentle Breeze',-0.333699,Slight,-0.310259,-0.12311,-0.389995,-0.459404,-0.594757
'Gentle Breeze',-0.333699,Slight,-0.310259,0.582871,-0.389995,-0.43679,0.339744
'Gentle Breeze',-0.333699,Slight,-0.310259,0.518691,-0.389995,0.0381,-0.393198
'Gentle Breeze',-0.333699,Slight,-0.310259,0.304757,-0.389995,-0.142811,0.303096
'Gentle Breeze',-0.333699,Slight,-0.310259,0.090823,-0.389995,-0.459404,-0.100021
'Light Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.934293,-0.576433
'Light Breeze',-0.333699,Slight,-0.310259,-0.508191,-0.389995,-0.527245,-0.283257
'Light Breeze',-0.333699,Slight,-0.310259,-0.230077,-0.389995,-0.278493,0.101538
'Light Breeze',-0.333699,Slight,-0.310259,0.219184,-0.389995,-0.278493,-0.191639
'Light Breeze',-0.333699,Slight,-0.310259,-0.572371,-0.389995,0.580831,1.072685
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,-0.866452,-0.594757
'Light Breeze',-0.333699,Slight,-0.310259,-0.358437,-0.389995,-0.889066,-0.649727
'Light Breeze',-0.333699,Slight,-0.310259,0.13361,-0.389995,-1.205659,-0.979551
'Light Air',-0.333699,Slight,-0.310259,0.240577,-0.389995,-0.889066,-0.576433
'Light Air',-0.333699,Slight,-0.310259,0.475904,-0.389995,-0.210652,-0.30158
'Light Air',-0.333699,Slight,-0.310259,0.647051,-0.389995,-0.43679,-0.173315
'Light Breeze',-0.333699,Slight,-0.310259,0.711231,-0.389995,-0.414176,-0.30158
'Light Breeze',-0.333699,Slight,-0.310259,1.438605,-0.389995,-0.368948,-0.30158
'Light Air',-0.333699,Slight,-0.310259,1.780899,-0.389995,0.467762,0.504655
'Light Breeze',-0.333699,Slight,-0.310259,1.994832,-0.389995,0.942651,0.981067
'Light Breeze',-0.333699,Slight,-0.310259,1.224672,-0.389995,1.05572,0.926097
'Light Breeze',-0.333699,Slight,-0.310259,0.368937,-0.389995,0.264238,0.284773
'Light Breeze',-0.333699,Slight,-0.310259,0.604264,-0.389995,0.603445,1.017714
'Light Breeze',-0.333699,Slight,-0.310259,1.438605,-0.389995,1.123562,1.457479
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,0.535603,0.522979
'Gentle Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,1.553224,1.604067
'Light Air',-0.333699,Slight,-0.310259,0.732624,-0.389995,0.39992,0.413038
'Light Breeze',-0.333699,Slight,-0.310259,1.053525,-0.389995,-0.459404,-0.503139
'Light Breeze',-0.333699,Slight,-0.310259,0.732624,-0.389995,-0.029742,-0.209962
'Moderate Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.3497,1.585744
'Gentle Breeze',-0.333699,Slight,-0.310259,1.374425,-0.389995,0.671286,0.614597
'Gentle Breeze',-0.333699,Slight,-0.310259,1.288852,-0.389995,1.666293,1.732332
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,0.942651,1.20095
'Gentle Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,0.580831,0.871126
'Gentle Breeze',-0.333699,Slight,-0.310259,0.582871,-0.389995,0.151169,0.486332
'Gentle Breeze',-0.333699,Slight,-0.310259,0.625657,-0.389995,0.716513,1.017714
'Gentle Breeze',-0.333699,Slight,-0.310259,0.582871,-0.389995,-0.43679,-0.081698
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.191403,1.182626
'Light Breeze',-0.333699,Slight,-0.310259,0.818198,-0.389995,-0.097583,0.724538
'Light Breeze',-0.333699,Slight,-0.310259,1.438605,-0.389995,0.309465,0.541302
'Gentle Breeze',-0.333699,Slight,-0.310259,1.566965,-0.389995,0.648672,0.907773
'Gentle Breeze',-0.333699,Slight,-0.310259,1.224672,-0.389995,1.214017,1.439156
'Gentle Breeze',-0.333699,Slight,-0.310259,1.203278,-0.389995,0.942651,1.420832
'Light Breeze',-0.333699,Slight,-0.310259,0.582871,1.329565,1.078334,1.292567
'Light Breeze',-0.333699,Slight,-0.310259,0.06943,-0.389995,-0.25588,-0.118345
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.739127,1.20095
'Light Air',-0.333699,Slight,-0.310259,0.454511,-0.389995,1.100948,1.439156
'Light Air',-0.333699,Slight,-0.310259,0.689838,-0.389995,1.078334,1.274244
'Light Air',-0.333699,Slight,-0.310259,1.053525,-0.389995,1.100948,1.072685
'Light Breeze',-0.333699,Slight,-0.310259,0.176397,-0.389995,1.078334,1.457479
'Light Breeze',-0.333699,Slight,-0.310259,0.475904,-0.389995,1.05572,1.530773
'Light Air',-0.333699,Slight,-0.310259,1.160491,-0.389995,0.829582,1.25592
'Light Breeze',-0.333699,Slight,-0.310259,1.246065,-0.389995,0.422534,0.504655
'Light Breeze',-0.333699,Slight,-0.310259,0.368937,-0.389995,1.327086,1.659038
'Light Breeze',-0.333699,Slight,1.488654,0.304757,-0.389995,1.168789,1.585744
'Light Air',-0.333699,Slight,-0.310259,0.925165,-0.389995,0.897424,0.651244
'Light Air',-0.333699,Slight,-0.310259,0.818198,-0.389995,-0.25588,-0.228286
'Gentle Breeze',-0.333699,Slight,-0.310259,0.668444,-0.389995,1.05572,0.687891
'Gentle Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.553224,1.915567
'Light Breeze',-0.333699,Moderate,-0.310259,1.652539,-0.389995,1.033107,0.88945
'Gentle Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,1.123562,1.51245
'Gentle Breeze',-0.333699,Slight,-0.310259,0.989345,-0.389995,1.327086,1.530773
'Light Breeze',-0.333699,Slight,-0.310259,1.074918,-0.389995,1.168789,1.420832
'Light Air',-0.333699,Slight,-0.310259,0.368937,-0.389995,1.281858,1.51245
'Light Breeze',-0.333699,Slight,-0.310259,0.839591,-0.389995,1.05572,-0.001707
'Light Breeze',-0.333699,Slight,-0.310259,0.454511,-0.389995,0.920038,1.182626
'Light Air',-0.333699,Slight,-0.310259,0.775411,-0.389995,1.05572,1.036038
'Light Air',-0.333699,Slight,-0.310259,1.331638,-0.389995,0.852196,0.742861
'Light Breeze',-0.333699,Slight,-0.310259,1.780899,-0.389995,1.71152,1.933891
